,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
#NAME?,#NAME?,Six Flags Great America is a national treasure. Seriously. The rides are awesome and the park is beautiful and the food is expensive (but honestly so the heck what? I didn't come here to eat and neither did you.) The admission price is reasonable and its a total blast -- everyone is nice including the customers.,5,0,9/10/2010,#NAME?,34,199,1
#NAME?,YEJLX5Al2N03i8lix-iXXQ,Well I really wanted to like this place.  The garlic cheese bread was undercooked and had just one huge splat of cheese in the middle not evenly distributed.  The 2 pasta dishes I had between my boyfriend and I were salty and just bad.  Had to even flag down someone to get our check.,1,0,8/02/2012,YEJLX5Al2N03i8lix-iXXQ,24,147,0
#NAME?,Y4Du3cllZ_gpNjzTvmeZ0Q,GRAND BUFFET That is all I gots to say. @ lunch if you have a conflict on what to get for lunch bring your group here because there's just about anything you can think of from Italian to Chinese  and everything in between. As far as the grocery side of it this store is probably the cleanest of all the Hy-Vee's in the metro. Although the product placement IMHO is a bit strange.,5,7,3/19/2010,Y4Du3cllZ_gpNjzTvmeZ0Q,206,562,0
#NAME?,x_axtCj_KMcWdf1WQ6BbdQ,This is a nice hotel in Jefferson City. It's about 18 miles from Columbia MO regional airport (2 hours from St. Louis). Check-In: easy breezy. Staff was nice room was upgraded to a suite. Classic double tree chocolate cookie was great. Small sundries in the lobby for essentials/toiletries. Parking is free but is tricky for larger cars. Room: Clean and comfortable. The suite looked like it used to be 2 adjoining rooms that had been turned into a suite- the dividing 2-doors were still there. Large corner jacuzzi in the bedroom as well as a tub in the bathroom. The room came with 2 TVs both flat screen. No HD but the TV had built-in upconverters. Room was also equipped with a mini refrigerator and a microwave. Food: I went to the Sapphire lounge on the penthouse floor for snacks at 10 PM,4,0,1/06/2012,x_axtCj_KMcWdf1WQ6BbdQ,9,132,0
#NAME?,h9MZv5I1hvTX1kkzq-3Cvg,I ordered the chicken kabob plate and I have to admit I was a bit surprised. The chicken was actually more like chicken pieces not cube-shaped as you would find on a kabob. It wasn't too bad as long as you have some red sauce poured over the chicken. Without the sauce the chicken would be too dry. The sauce was mild (not spicy) and it was decent. I also had the spinach and it was delicious. The food also didn't make my tummy upset which is always a plus. I do not recommend the samosa hence the three stars. Instead of being your typical triangular samosa it is more like a pastried handkerchief with the filling in the middle which is quite strange. In other words the filling can be clearly seen as opposed to having an enclosed samosa. I ordered some kind of ground meat filling (c,3,0,9/08/2012,h9MZv5I1hvTX1kkzq-3Cvg,35,285,0
#NAME?,IhmBr-yHC8xLjdnoq7O37w,This is my favorite place to see a show. I have great memories of paying like $15 to see Regina Spektor or the Dresden Dolls before they got huge and started selling tickets at $70 a pop in places uncomfortable to sit. I love the intimate setting and you can usually find a decent seat especially if you go early. It gets really crowded during shows so I wouldn't show up late and need to stand or anything but I've never had a problem. Also the food is REALLY good especially the Nacho's. Yeah I love the lounge (not as big on the Rock Club) and it's my favorite place to see shows.,5,1,3/31/2008,IhmBr-yHC8xLjdnoq7O37w,278,1167,1
#NAME?,tFU0oWJHr1m6dPE6z_C3Vw,After my recent appointment at Jacob Neal Salon I'm convinced that money spent on a great haircut is a necessary indulgence. I've never been a Supercuts person myself I've always traveled safely in the middle of the road. Relating my recent haircut at Jacob Neal to a purchase of a middle of the road camera I bought a few years back I wish I would have purchased a high end camera. An appointment at Jacob Neal is a high end purchase and it stands up better over time. The Jacob Neal Salon is located in the Short North and is framed nicely with white wooden windows billowy white curtains and artfully shaped topiary. Yes this place is rich classy and tasteful. The elegance from the outside is mirrored on the inside as well. Nothing is over the top and I felt comfortable inside. My styli,5,11,12/03/2009,tFU0oWJHr1m6dPE6z_C3Vw,145,391,0
#NAME?,qExR8NN0q7PZBQpNOL_VZw,So it snowed in Dallas and I was pretty alone in my office. No worries it was seriously the EASIEST commute of my life. If more people would like to stay home and stay away from the road I'd be ok with this. Didn't want to travel far for lunch so La Paloma came to mind. 2 Barbacoa tacos 1 al pastor torta. I do not recommend the tortas here. Mine was soggy and the bread was off. Also I don't recommend al pastor. It wasn't chopped pieces of chicken (cubed?) like I'm used to but it was more shredded and soggy as well. Barbacoa tacos were fine though. Tender and not fatty I really wished I had gone with more of these rather than my sad torta. I'll keep them at 3 stars as an ok experience b/c breakfast was good and the tacos.,3,3,Update - 2/16/2010,qExR8NN0q7PZBQpNOL_VZw,46,426,0
-iwlYbZ4imUcQYqq8B-6sg,zHvS1F_6wOPSLUk6vpDEGA,I went here on a really bad date and I hoped that I could find solace in the food... but the food and service were almost as disappointing as my date. We ate outside on the patio and as soon as we ordered it began to drizzle... all the of tables were taken inside so we could not move out of the rain.  I ordered the Spreader burger because I really wanted to try the pretzel bun.  The burger was okay and the bun was really dry. The service was sub par very slow.  It felt like an eternity before she brought the bill.,2,3,11/11/2011,zHvS1F_6wOPSLUk6vpDEGA,35,502,0
#NAME?,4ABktWZ7hBX86f0hYh5_bA,My mother and her friend go to Barley's for lunch every time the NQA convention is in town (that's the National Quilters' Association for all you young whipper snappers!). Though this was my fourth time attending NQA it was my first time joining them for their lunch at Barley's. When I'm in the area I usually choose something else but Barley's is a good option for a respite from Convention Center madness. The burgers on the menu looked especially good but I went with a wedge salad. As observed from my dining mates' orders: it's easy to have many options for your side even with a burger. Fries are not the default and there are healthier options readily available and upfront on the menu. Honestly for this type of place I was impressed with the wedge. The tomatoes were juicy and robu,3,0,6/19/2012,4ABktWZ7hBX86f0hYh5_bA,23,243,0
#NAME?,fxeRdFmgY6tbTyidpcdFLw,i like the coffees here almost as much as Starbucks. i like that they have banana split lattes. most of the the selections can be made sugar-free. i frequented the one in Arnold til they had to close. if i frequented telegraph rd more i would visit more often.,3,1,5/23/2010,fxeRdFmgY6tbTyidpcdFLw,51,261,0
#NAME?,NZba-Q-Fp10iF77CTQt24Q,Having your car impounded sucks.  Trust me I know.  I can't tell you how many times I found myself in line at City Hall East and then down on Harriett Street trying to retrieve a vehicle.  You know what else sucks?  Locking your keys in your car.  I did that once while I was shopping at Publix.  The locksmith I called ended up hustling me out of over $100 just for a lock out. I absolutely love A Tow  because they make both of those situations easier to handle.  I doubt I felt this way at the time but in hindsight A Tow always treated me fairly and honestly.  They were careful not to damage my car their prices are clearly posted and once they even let me go to my car to retrieve some documents I needed to prove ownership that were in my glove compartment. The company is family owned and,5,8,1/19/2008,NZba-Q-Fp10iF77CTQt24Q,270,932,0
#NAME?,7fDqaGdUMccXQ4bnPwR6yg,I really was expecting something more.  The staff working was a little flighty.  I normally wouldn't care but when it affects their ability to provide a comfortable customer experience such as answer simple questions about the produce and interact in a frirndly demeanor and all I get is a deer-in-headlights look and utter confusion then its just awkward.  I did just speak English right?  This isn't one of those morning I wake up hungover and speaking in fluent Dutch again is it? I kept things simple didn't want to confused the hired help.  I like coffee they had cappuccino on tap.  Let's hope there is caffeine in it.  I went with it.  Toppings weren't all that interesting but I did it anyway.  Good enough but far from the best.  In a way it was like flavored soft serve from McDonald,2,0,3/08/2012,7fDqaGdUMccXQ4bnPwR6yg,76,675,0
#NAME?,k0m5nvgAIIA24t_iPZOAsw,Street tacos at their finest... in a cafeteria environment. Or to go if you desire. The pork pastor was darn near chorizo it was so well seasoned. The buche (pork stomach) was oh so chewy and tasty. Try it if you have the constitution. It is so good. Flour or corn tortillas so fresh they are heaven's vessel for the meats. The little line of condiments in front of the grill include a tomatillo sauce a red chili sauce and a fired up avocado/jalapeno blend that packs a punch. The cilantro and onion are MANDATORY so yes... they are present too. Super friendly grill man with absolute lightening-fast efficiency.,5,4,9/15/2011,k0m5nvgAIIA24t_iPZOAsw,93,745,0
#NAME?,KYtrBL_Cp1CudlGC1XiiSA,A fantastic intimate exhibit small yet complete. Take an in depth look at the works of Salvador Dali cruise the space at a leisure pace and learn more about this great artist. We have been to several museums that house some of the works of Dali including the Dali Museum in Florida and never pass up on the opportunity to learn observe and admire his work. A visit to the Montmartre is not complete without a visit to Espace Dali don't pass on the opportunity to tour this small museum it is totally worth it.,5,0,11/21/2010,KYtrBL_Cp1CudlGC1XiiSA,174,1022,0
#NAME?,zS4jVLxYAq5UbCzYhKNU7w,"Walking around in hollywood and this place with it's flamenco dancers caught our eye. Inside was a weird vibe. The flamenco performance was cool but then the class"" began on the stage in the middle of the restaurant which was just awkward. 4 people with no idea what they are doing get stared at by patrons for the better part of an hour as they struggled through the steps. I guess if they dont mind I shouldnt either but I felt out of place the whole time. The sangria was a great start (which I expect in a nice spanish restaurant) but the selection of tapas was overpriced and mediocre. Combine that with the stomping of uncoordinated beginner flamenco dancers and I don't think I'll be back.""",2,1,4/02/2011,zS4jVLxYAq5UbCzYhKNU7w,3,31,0
#NAME?,RO78jiBkX61pPweJLVlCgA,This is not your typical high class island getaway but hey all you really do is sleep there so who cares right? I think my laundry room is bigger than the room I shared with three other people.  I can't complain because it was a 30 second walk from my room to the pool and the poolside bar.  There is a little coffee shop close by to get your caffeine to break up that day after hangover too.,3,1,3/28/2006,RO78jiBkX61pPweJLVlCgA,232,893,0
#NAME?,uOqh11i95vvIb_JI9apGUg,Finding a good cleaner can be traumatic well for me atleast! As a woman inlove with her clothing I have experienced bad cleaners and ruined clothes {insert tears here}.  Then I found Crystal Cleaners. They are a little bit more costly then others in the area but they are worth every penny!!! Myself(and my clothes) are very happy here!,5,0,10/24/2011,uOqh11i95vvIb_JI9apGUg,9,53,0
#NAME?,bcTU9jRBOxWck4WApiC1tQ,The rice! I went again last night and I'm still impressed.  I had a hankering for the rice a falafel and that Canada Dry Mandarin sparkling water. My friend did not change her order from the gyro plate but I changed mine.  I got the falafel sandwich with a side of rice. The falafel sandwich was great - the pita was grilled or toasted with a nice texture the falafel balls were crispy on the outside and creamy inside and the sauce was delicious.  It was the perfect size with 4 falafel balls especially since I have to get the rice and the plate is huge.  I still can't figure out what they do to that rice but man is it fantastic. We were once again pleased with my food although they did not have the sparkling water again this time.  I did keep my promise and paid the whole $12 bill plus,4,0,Update - 3/15/2012,bcTU9jRBOxWck4WApiC1tQ,25,316,0
#NAME?,0G-QF457q_0Z_jKqh6xWiA,Recipe for a perfect summer night Ingredients: 1 (preferably 2 heck why not 3 if you're feeling saucy) glasses of Sangiovese 1 plate of Tannin Wine Bar's couscous/spinach/oyster mushroom entree Equipment: Tannin Wine Bar's sidewalk cafe Instructions: *Step 1* Cool down the heat of the day to 85 degrees at 10:30 pm. Finally you're hungry and you realize you need to eat and like *now.*  You see that there's a table on the sidewalk cafe at Tannin Wine Bar and you ask the staff politely if you may grab it. *Step 2* Grab it. *Step 3* Sit down and be greeted by one of the lovely staff who kindly brings you menus and takes your drink order. *Step 4* glass #1 of Sangiovese. *Step 5* Bask in the glory of the warm night while watching passersby. *Step 6* Receive your plate of couscous. *Step 7* Ta,5,10,Update - 6/5/2011,0G-QF457q_0Z_jKqh6xWiA,95,1010,0
#NAME?,t-nB38eHbeFuabXBdJMwvg,I was not displeased with this Chipotle which I visited on three occasions during a four-day conference held at the Marriott Wardman Park.  The lines moved quickly the menu items tasted as they do at other Chipotle's and there was ample indoor seating.  The folks who work there were also friendly which is always a plus in my books. Scratch that I was disappointed: they do not sell the $4.50 margaritas that I love so much.  When I asked why not as I was paying for my late dinner the very friendly dude said that he did not know and then joked that he would be happy to grab margs with me after work.  That's pretty much the best way to handle telling a girl the establishment is out of her drink.   If you are in the mood for Chipotle by all means go here.  It's great.  But I'm trying to,3,0,12/31/2011,t-nB38eHbeFuabXBdJMwvg,23,141,0
#NAME?,XYSDrIef7g4Gmp3lNFVO6A,This Caribou Coffee is located in the Main Terminal - East side on the upper level - pre-security. Delicious coffee and espresso! Had an iced double shot latte during my last visit to this CC. Strong and hit the spot!!,5,0,10/23/2010,XYSDrIef7g4Gmp3lNFVO6A,1388,2530,0
#NAME?,F1klJYoJyDbc-cfIvaCBxQ,New to the gold coast but there 4 or more in a one mile radius.,2,0,10/14/2011,F1klJYoJyDbc-cfIvaCBxQ,0,34,1
#NAME?,_mxZWTtZFbrOaMGFRSoqkg,Randomly I'll pop into dollar stores to find the most stupidest of things.  Various household items such as sponges and cleaning supplies top that list.  I also choose the dollar store if I need to pick up a couple of Mylar balloons for a birthday.  I think its been the need for balloons that has brought me to this particular dollar store more often than not.  Recently I went in to pick up a few balloons for my grandmother's birthday. My whole family showers my grandmother with flowers so I decided to stand out and give her some perfectly silly and garish balloons.  The lady who helped me here decided to barely acknowledge me when I approached the counter due to her engaging and colorful phone conversation.  The whole time she was helping me; from getting the balloons blowing them up,2,0,9/14/2010,_mxZWTtZFbrOaMGFRSoqkg,38,267,0
#NAME?,augJQotyLB503iq1gVJ_tg,If you woke up from a 6 month coma walked into the Niagara Square Shopping Centre and thought you woke up to a zombie apocalypse then I wouldn't blame you.   This isn't the smallest mall I've been to and it's not the dingiest but when a quarter to a third of your stores have left then it's time to come up with a way to revive this place!  I mean it's bare in terms of stores and in terms of people coming here. Besides the 2 phone stores in the mall a smallish Winners and Peoples Jeweler  there really isn't anything else in this mall that isn't tacky or a ghetto version of a chain store. I say save yourself the 30 second stroll through here and the gas and keep driving!,1,0,1/07/2012,augJQotyLB503iq1gVJ_tg,157,605,0
#NAME?,tR8GnF4d-ZZNXbjYwP53GA,"I went to this spot because it was local and convenient. I will never go back again.  I wondered if the girl Tammy who did my fill was plotting my death the hour she was making my nails pretty. It was abundantly clear that she hated her job she hated her life she hated the world. She was the most miserable person ever and the scary part is she didn't have to say a word. She twisted and turned my fingers so abrasively i wondered if she was going to dislocate my fingers. I told her my nails were burning from her using the sander too much 3 TIMES! She then gave me attitude and told me she had to file that area down to make it look good. And i was like Take it easy! You're hurting me. Don't sand it so hard and for so long it's BURNING!"" i then gave her the benefit of the doubt and got a li""",1,3,7/25/2010,tR8GnF4d-ZZNXbjYwP53GA,14,119,0
#NAME?,mhp7ixQA9dqRqXKYcW3F7Q,Read about this place in MSP magazine which I was kind of surprised to see.  What a great find for us as we both love Puerto Rican food. I agree it's not the most appealing outside or inside but a lot of the bodega feel places seem to have pretty decent food. I ordered the pork mofongo which was pretty good. I like it more with shredded pork but this came with deep fried pork which was a tad tough and chewy but softened up once I mixed it all together. J ordered the shrimp mofongo. His had a tad more spice to it. He really enjoyed his. Ordered a side of rice that came with red beans in it. Rice was a little firm but still good. I would make mofongo it wasn't so much work but it is a lot of work. So grateful to find this place for some Puerto Rican fare. Staff was friendly. They take ,4,2,7/07/2012,mhp7ixQA9dqRqXKYcW3F7Q,167,757,0
#NAME?,WZq0FC-0HS6_R4pKUy_3Ig,Yep the rest of these reviews are spot on. Lovely little place (and it is tiny) but we had a quick lunch here and enjoyed it greatly.  MK had the Bacon/Cheese Pie (turnover for you Americans) and I the bangers and mash with onion gravy.  Couple of nice beers and great Christmas decorations. I like the area it's it too.  Just around the corner its a bit crazy-busy but since this faces Queen's Square its super quiet and peaceful. Most definitely a stop here the next time we're back.,4,0,12/17/2010,WZq0FC-0HS6_R4pKUy_3Ig,58,225,0
#NAME?,ARUzJkaGyuk_HFM8V-TJxw,Great place with so many choices,4,0,4/28/2012,ARUzJkaGyuk_HFM8V-TJxw,17,162,1
#NAME?,7dwh3pL2tbSeSvL0qLzUrw,This place is huge clean and they have two great things all stores should have - underground parking - an escalator for carts! Other than that it is a target.... so yeah... you figure it out,4,0,10/11/2011,7dwh3pL2tbSeSvL0qLzUrw,24,461,0
#NAME?,sM-eevGF9YOtgVSLGZiRzA,Melt is an awesome place to eat. It is unlike anything you'll find in Greater Cleveland. It's located at the intersection of Detroit and Warren in Lakewood. There is not much space inside which is a problem as it has been packed both times that I've been here one of those being during the Easter Snowstorm with every road in the area buried in snow. You can sit at the bar or at one of the tables although if you can sit at the bar. It's much easier. There is a great variety of things to be found on the TVs. Some of the things I've seen on during my two visits here include Scrubs Animal Planet Spongebob Toy Story and Fox 8 News as well as any sporting event that's of any interest to Clevelanders. The menu features grilled cheese burgers soups and salads. The grilled cheeses are th,5,0,11/16/2007,sM-eevGF9YOtgVSLGZiRzA,134,238,1
#NAME?,Mna6U7kUX36l8-dpDt-U-A,Great service great pizza. We got the deep-dish and it eerily resembled Lou Malnatti's.  Which is fine b/c we're fans of that 'za as well.,4,1,11/13/2011,Mna6U7kUX36l8-dpDt-U-A,8,102,0
#NAME?,YLuB9kMN-wY7T7s9PMtkwQ,Chef changed & now it's just another dive bar serving pub food (nachos burgers etc).  Really really disappointing. Before the Federal was this hidden gem with my favorite sandwich in the Triangle (smoked salmon w/ mozza).  Now the menu is way small (no weekly specials) and so stereotypical - serving stuff you can get at every other pub in the Triangle. We soldiered on trying to remain optimistic despite the overwhelming disappointment.  They still had the lentil sliders so we got that and a bowl of french onion soup.  The fries w/ the lentil sliders were cold the french onion soup was overpriced for $5/bowl considering it had two tiny pieces of bread w/ some cheese on the bread (not covering the soup).  The cheese was not even golden brown and bubbly looked like it was just melted b,2,9,Update - 1/24/2011,YLuB9kMN-wY7T7s9PMtkwQ,26,216,0
#NAME?,kUZ128Ym3gDfLrONMPF0tg,Need a wig? Oh Beauty!  Need cheap jewelry?  Oh Beauty!  Need product for ethnic hair?  Oh Beauty!  Need a tiara?  Who doesn't?  Oh Beauty! I LOVE having a diverse group of friends because if it wasn't for them I would probably never have the need to stop into a place like Oh Beauty.  But I do and I did and what a great little store it is. It fits every stereotype of a midtown wig/wig accessories store that you would ever think of.  A comedy troupe could gather material for days in a place like this.   The employees here are great.  It doesn't matter what color you are what sex you are or why you need a wig they are here to help you and sale you anything that you want.  They are friendly and very helpful.  They offered 10% off of everything that we looked at.  I have a feeling you could,4,7,2/24/2011,kUZ128Ym3gDfLrONMPF0tg,26,209,0
#NAME?,8K2thN6xtI0V1FgjOjL-lQ,Giving this place a star is by far one of the hardest things to do. The prices were absolutely outrageous the food was terrible the service was awful and quite frankly the department of health should definitely step in and verify that I did not go in there and eat grilled cat. This is a poor excuse for a restaurant and no one should ever make the mistake of coming in here for anything!,1,10,9/24/2009,8K2thN6xtI0V1FgjOjL-lQ,42,165,0
-Je7Nx7D-1NzqvZDrbVvgw,MI3wG3R12sQuTGdNvBBX3A,This spice store really is wonderful. I must admit that I neglected it for years (I couldn't imagine why I would need to go) an ex excitedly dragged me in. She had such a joy reviewing spices and then signed up for their mailing list at checkout. Their cooking magazine style catalog prompted me to sign up too! Months of receiving their catalog and only snipping the coupons for free spices got me to go in the next couple of times. I was embarrassed to go in only to get a jar of free spice but I assumed that everything else would gorge my bank account. Eventually I decided I owed them one and set out to buy some spices. Can you believe it?! The prices were LESS expensive than the grocery store spices. Furthermore there was a generous selection. For example there are about four different ,4,7,8/08/2011,MI3wG3R12sQuTGdNvBBX3A,20,313,0
#NAME?,AX6TWJtUn0UXKROrR7ZdAw,When we had a medical emergency at our house our village (close to Town of Lisbon) sent the Lisbon rescue squad due to the suburbs mutual aid agreement. Ok fine that works. But when the EMT's were here one of them tries to distract me while the other walked through my house. Found the EMT rummaging through my desk and asked him what he was doing. He nonchalantly walked away from me. Later the Town of Lisbon sent me a bill for the transport to the hospital (2 miles away) for $3000. Yes $3000 for a 2 mile trip to the hospital in the suburbs.  We appealed and fought this with the insurance company and won. The Town of Lisbon and it's fire/rescue service is an absolute cesspool with no redeeming value.,1,0,8/13/2012,AX6TWJtUn0UXKROrR7ZdAw,133,287,0
#NAME?,ShV9VYtBQ3YKHG5MHu74hg,Staff was friendly but that was about the only good thing at this place. The place smelled strongly of cleaners and chemicals both out in the hallway and in the room. The carpet had a rather 'sticky' feel to it and the windows didn't open to let us vent out the strong cleaner smell in the room. Also the door didn't close properly so we had to leave it deadbolted at all times. Didn't use the pool you could smell the chlorine out in the hallway before even getting into the pool area. I also do not recommend the restaurant. It was not overly clean and looked a little sketchy. I didn't eat there but my mom staying with me did. Chunks of her chicken were still raw. They also charged the stay to the wrong card which had to be corrected when we checked out and they charged us for use of the,2,0,9/19/2010,ShV9VYtBQ3YKHG5MHu74hg,8,104,0
#NAME?,VdVvqoiLlQt6p0hY0jcvag,The best fast food mexican food in Amarillo.  Try the taco burger or guadalajara.  Don't forget to get fries with your meal.  Plus the best hot sauce ever!,5,0,7/05/2006,VdVvqoiLlQt6p0hY0jcvag,172,319,0
#NAME?,KYtrBL_Cp1CudlGC1XiiSA,It's on my way back home after dropping the kids off at school early in the morning and their tostada with Cafe con leche simply jumps starts my day. Tried the Pan con Bistec for lunch the other while in the area for a board meeting and wow - it is just fantastic !,4,2,10/16/2010,KYtrBL_Cp1CudlGC1XiiSA,174,1022,0
#NAME?,vvKBMX2yw1rTcS-UzP_RUg,Comfortable rooms and very large bathrooms.,3,1,10/24/2010,vvKBMX2yw1rTcS-UzP_RUg,0,150,1
#NAME?,zKB3C4FXE-USZcUFcI5VRg,Visited here to see a jazz concert - Dave Dickey's Big Band.  Both were very good.  Concert half of the place was perfectly sized for the concert.  Accoustics seemed good. For the group setting the service was good (though my friends who attend more frequently indicated that we saw quicker service then they had over the past several months ... despite her efforts to hurry me out I stayed for the music ... just kidding I didn't get the feeling she was trying to rush us out just being very attentive).  No problems breaking up the tab for a group with several parties. I only ate wings and rings ... yes I took my 4-yr old nephew and we were on a Seaseme Street kick.  Just kidding.  Maybe my subconscious has a literal sense of humor.  In any event it picked well.  Onion rings were 'meaty,4,0,7/27/2012,zKB3C4FXE-USZcUFcI5VRg,46,226,0
#NAME?,vazTanfeJwjbokWZrGpNzg,"I was very generous with this place before but I would lower to -5 stars if I could. We made reservations several weeks ago at $66.20 for two nights and a non-smoking room. I went in my confirmation # and was told they were booked solid because of a reunion and graduation and we would have to have a smoking room on the second floor (stairs only). What?? The first room smelled so bad I threw up in my mouth a little bit. I asked them again to honor my reservation and explained we were regular customers and had been for years. They took my phone number and said they would call after talking to the owner. He called me later and said he had been booked for months"" before I called and I would have to take a smoking room and he would have his wife change the sheets?This is no way to run a busine""",1,6,Update - 5/26/2012,vazTanfeJwjbokWZrGpNzg,124,457,0
#NAME?,0dhEvZdZe_iSYXlqUWywBg,Okay so first of all?  I've proposed marriage to a number of restaurants and hotels.  But I'm dumping each and every one of them for Tangysweet. Let me also say (since you're so easy to talk to) that I NEVER give five stars.  Ok maybe a few times before but I'm older now and crankier.  But THIS place gets five stars.  The BEST frozen yogurt I've ever had -- better than ice cream.  I have one word for you:  MANGO.  Ok I have a few words but I'm going to make them one word by hyphenating:  MANGO-WITH-HEATHBAR-CRUNCH.  Run do not walk.  Pay the $6 or whatever it is.  It's worth the money and the big fat brainfreeze that comes because you eat it so fast it's... that... good.,5,0,6/13/2011,0dhEvZdZe_iSYXlqUWywBg,12,113,0
#NAME?,7fDqaGdUMccXQ4bnPwR6yg,Lunch rush seems to start about 11:45am and the line can get so long it winds all around the small cafe/bar and out the door by 2-3 patrons.  But have no fear I timed my travels from the end of that line to the point at which I had food in hand.  Surprisingly it only took  ~6 min to get to the register to place my order and just 2 minutes later it was in my hand.  Jimmy John's best run for their money cause that $h!t was freaky fast.  In-&-out in under 10 minutes during the lunch rush. I'm still a big fan of the Vegan Quinoa Chili Bowl even on a hot day; quinoa topped with bold vegan chili vegan cheddar and raw red onion.  Stir and enjoy so good!,5,2,Update - 8/7/2012,7fDqaGdUMccXQ4bnPwR6yg,76,675,0
#NAME?,WAAyNvY6GlJW76tiVLYMbA,"Irony is attending mass at the extraordinary St. Ignatius when the sermon is about appreciating the ordinary things in life. But there I was on the 28th Sunday of Ordinary time.  It was 7.45PM and I was in Seattle with nothing to do on my last night in town.  I had sworn off visiting downtown the routine routes around skyscrapers and confusing one-way streets of trips past seemed less than appealing on this rainy weekend.  And nearly every visit in recent memory included a stop at St. Ignatius to admire its form and space with fellow architects and academics.  Yet as I flipped through an architecture guide in my hotel room across town my conscious was laying on the Catholic-Guilt like a champ: y'know you didn't go to church this weekend... and you've never been there for mass..."" 45 mi""",5,7,10/14/2010,WAAyNvY6GlJW76tiVLYMbA,84,355,0
#NAME?,Lc-EEXlI4xZ00L2lI0wnMw,Supper has a great atmosphere and the food is good in general and in line with pricing for moderately upscale pricing in Philly. The entrees are fancy versions of comfort food with a bit of a worldly influence ( I.e. poutine as a special). The main issue they come across is that sometimes food has too many favors and ends up being too done up for its own good. I'd highly recommend sticking to the burger the Amish chicken or the steak and avoiding the deviled eggs and the sweet potato soup. Though bot the most extensive cocktail menu the drinks are very good despite somewhat expensive price tags and the wine list is diverse. As for the service it is a little slow at times and the hostesses can make you feel a little like they are doing you a favor by acknowledging your presence.  Bu,3,0,12/03/2011,Lc-EEXlI4xZ00L2lI0wnMw,7,93,1
#NAME?,1eqy55tfazEXqDvGq2LDFw,Dr. Georgion is super cool and nice. The staff is okay but kind of gossipy not really what I want to listen to as they drill holes into my head. I recently had all of my fillings replaced and it was actually pretty painless as painless as that can go... The best deal is to find some coupons they send out in Val-Pak it is like a $69 exam or if you insurance covers that they fit you for a teeth whitening tray and give you the gel for free.,3,0,3/22/2007,1eqy55tfazEXqDvGq2LDFw,157,316,0
#NAME?,-3s52C4zL_DHRK0ULG6qtg,The omelet was delicious. The mexican with jalepeno cheese...really glad that we shared it because it was HUGE. Sadly to say the pancakes were nothing special boring was the words that I would use. Maybe a second chance is in order not sure yet.,2,0,10/04/2010,-3s52C4zL_DHRK0ULG6qtg,106,1032,0
#NAME?,9Cqfe9nx6CtB6nkBx3JvsA,Unimpressed.  Cup of md crab soup - and by cup they mean a small coffee mug -$5.   Waitress recommended gumbo special with crab & local seafood - I saw mostly peppers and onions in a flavorless roux. $15 with no sides. $30 out the door with a tip and a $4 Yuengling. There are many other better more satisfying places to eat  nearby.,2,1,4/01/2010,9Cqfe9nx6CtB6nkBx3JvsA,17,147,0
#NAME?,zre1tagzAxy7dqo6jWuHfQ,Honestly the regular CapMac tastes like Kraft Mac and Cheese sprinkled with crushed Cheez-Its. Not terrible but not something I'd pay $6 for again. Portions look small but are surprisingly heavy.,2,0,10/24/2011,zre1tagzAxy7dqo6jWuHfQ,0,37,1
#NAME?,h51H-UsPhZgmPkdsjqz68g,Boring Irish breakfast says Hubby. I had cod goujons and chips. Little did I know this was nothing more than nasty little fishsticks. The best that can be said about O'Shea's food was they had nice toast chips and coffee. Unfortunately all the main course foods were disgusting. I wish I hadn't wasted the money but we are staying at a hostel nearby and for the price I thought it might be worth a try. Wrong.,1,1,9/05/2010,h51H-UsPhZgmPkdsjqz68g,72,379,0
#NAME?,jTlvFiQ-AtzGlb7QjARHnQ,We stopped here to grab a beer and rest our feet and it served its purpose. It was around 5 on a Friday and there were no more than 10 people total in the place. It's divided into a tapas lounge bar area and dining area. Lots of TVs and projector screens. One Blue Moon and one Harpoon (both on tap) $26.,3,0,3/23/2011,jTlvFiQ-AtzGlb7QjARHnQ,50,168,1
#NAME?,Y4Du3cllZ_gpNjzTvmeZ0Q,One of the more beautiful Arboretums you will ever run into. Nestled in Overland Park's boondocks the OP Arboretum is a gorgeous place to take a drive out to and get away from the normal grind and give your brain some colorful eye candy. If you are into photography (As my wife and I are) you will most definitely appreciate the wide variety of plant species and the modestly chosen colors that are combined with them. IMHO the best time of the year to go enjoy this place is probably the last week of April / First week of May. It's locally the peak for tulips and various spring flowers. At the same time it's horribly packed with folks so do expect a busier Arboretum. The pictures posted by me are from May 25th 2009.,4,9,9/07/2009,Y4Du3cllZ_gpNjzTvmeZ0Q,206,562,0
